3 benefits of automated performance issue remediation (Ansible focus),External,checklist,3 benefits of automated performance issue remediation (Ansible focus),3 benefits of automated performance issue remediation (Ansible focus),,,,,,,,,,,,,,,,,,,,,
Google Play Red Hat Apps ,External,phone app,"Google play Red Hat apps “Red Hat events”, “freeotp”, and ansiblefest",https://play.google.com/store/apps/developer?id=Red+Hat&hl=en_US,,,,,,,,,,,,,,,,Android Apps by Red Hat on Google Play,,,,,
Google Sheets,Internal,application,"plan, capture, manage, automate, and report on work, enabling teams to move from idea to impact — fast. With many secure integrations, and hassle-free single sign-on, you can manage all of your work easily with Smartsheet and Google.",https://app.smartsheet.com/b/home,,,,,,,,,,,,,,,,Log In | Smartsheet,,,,,
Hackmd,External,Meeting,Real-time collaborate on projects documentation in markdown. Capture fleeting ideas and formalize tribal knowledge,https://hackmd.io/ ,,,,,,,,,,,,,,,,HackMD: Your Collaborative Markdown Workspace for Knowledge Sharing,,,,,
"How to promote the ebook ""Automate intelligent IT Operations""",External,digital kit guide,"How to promote the ebook ""Automate intelligent IT Operations""","How to promote the ebook ""Automate intelligent IT Operations""",,,,,,,,,,,,,,,,,,,,,
IBM Alliance Cloudpaks,Internal,Information,IBM Alliance team put together on cloudpaks. This is a good deck to review and enhance for the partner led initiative.,https://docs.google.com/presentation/d/1caQWuSjUC7s2FItAXDMe4zk21maq5aIOxbnEofLhn5Y/edit#slide=id.g1134915a4c7_0_1419,,,,,,,,,,,,,,,,HTTP error: 401,,,,,
IBM Pod Cheat sheet,Internal,Office Template,Cheat Sheet template for news letter for Solutions Architect and Ansible Sales Expert,https://docs.google.com/document/d/1UiyEt5z36YeWPm-IIu6XDQpa2BltuGnDeIQHyhkEfaI/edit,,,,,,,,,,,,,,,,HTTP error: 401,,,,,
IBM Sales Play - Ansible and OpenShift,Internal,,,https://ibm.seismic.com/app#/doccenter/861ea1fd-99e0-44d7-9135-85412e5c28d1/doc/%252Fdd3359e5f7-a856-a91b-7688-41024b2ac637%252FdfNTY4NmVhOWItY2RkNS04ZWY3LTZkNzItZTQwZjczMWUyMjk1%252CPT0%253D%252CUmVkIEhhdA%253D%253D%252FdfOthers%252FdfOTRiYmU4NTQtNWY4NC03Y2QyLWZjYWUtOGIxYmFmZjkyZThk%252CPT0%253D%252CU2FsZXMgcGxheQ%253D%253D%252Flf0e4f8824-6896-4164-b363-0f32f342ac65//?mode=view&parentPath=sessionStorage&anchorId=52896f58-d03b-40ec-a196-02cb26771afb,,,,,,,,,,,,,,,,No description found,,,,,
imgflip,External,Video Editing,Meme Generator,https://imgflip.com/memegenerator,,,,,,,,,,,,,,,,Meme Generator - Imgflip,,,,,
Joint value of Red Hat Ansible and Dynatrace,External,webinar,Joint value of Red Hat Ansible and Dynatrace,Joint value of Red Hat Ansible and Dynatrace,,,,,,,,,,,,,,,,,,,,,
Jupyterlab,External,colaboration,"Jupyterlab is the latest web-based interactive development environment for notebooks, code, and data. Its flexible interface allows users to configure and arrange workflows in data science, scientific computing, computational journalism, and machine learning. A modular design invites extensions to expand and enrich functionality.",https://jupyter.org/,,,,,,,,,,,,,,,,Project Jupyter | Home,,,,,
LabGopher (Used Equipment) ,External,Hardware,"LabGopher extracts information from active eBay listings to help you easily find the right hardware for your needs. We have developed parsing tools to help you filter eBay listings based on the criteria you care about, whether that is price, included storage, or CPU Passmark score. Try it out and let us know what you think!",https://www.labgopher.com,,,,,,,,,,,,,,,,LabGopher :: Great server deals on eBay,,,,,
Lghtspeed permissios IBM/Redhat,External,,What do Red Hat and IBM do with the permissions granted to the GitHub OAuth application used to sign in?,https://docs.ai.ansible.redhat.com/faq/#what-do-red-hat-and-ibm-do-with-the-permissions-granted-to-the-github-oauth-application-used-to-sign-in,,,,,,,,,,,,,,,,Connection failed,,,,,
Lifesize,External,Meeting,Omnichannel Contact Center. Video Conferencing Solutions,https://www.lifesize.com/,,,,,,,,,,,,,,,,HTTP error: 403,,,,,
Lucidchart,External,diagram,Lucidchart is the intelligent diagramming application that brings teams together to make better decisions and build the future.,https://www.lucidchart.com/,,,,,,,,,,,,,,,,Lucidchart | Diagramming Powered By Intelligence,,,,,
Mastering Cloud-Native Environments,External,ebook,Mastering Cloud-Native Environments,Mastering Cloud-Native Environments,,,,,,,,,,,,,,,,,,,,,
Mentimeter,External,colaboration,"Our easy-to-build presentations, interactive Polls, Quizzes, and Word Clouds mean more participation and less stress",https://www.mentimeter.com/,,,,,,,,,,,,,,,,Interactive presentation software,,,,,
Mutua Madrileña adopts automation as standard with Red Hat,External,case study,Mutua Madrileña adopts automation as standard with Red Hat,Mutua Madrileña adopts automation as standard with Red Hat,,,,,,,,,,,,,,,,,,,,,
My @ PayWindow (European ADP) ,External,Pay,My@PayWindow,https://www.myepaywindow.com,,,,,,,,,,,,,,,,myePayWindow | Secure Payslips and Payroll Collaboration |IRIS myePayWindow Portal,,,,,
Name,Tool Type,Resource Type,Synopsis,URL,Ansible Capabilities and Use Cases,Unnamed: 1,Unnamed: 2,https://docs.google.com/presentation/d/1z0QmJ38Nfr1pxTBFg-lYN92e08cHiEHhgJT-jPBw-hw/edit#slide=id.g212e8a43ba7_2_70,Unnamed: 4,Ansible,https://www.ansible.com/products/ansible-training,"Google (GKE, Anthos) & Red Hat OpenShift",https://docs.google.com/presentation/d/139bzOQwc0ct3OHCpjx3448TsV9DRQ-nrpw3cWWgTygI/edit#slide=id.p,Hybrid Committed Spend CY23 Policy Update,https://docs.google.com/presentation/d/1x7V1815R3C07wUWTyXSfxKY23W1eOXzfJw-U8hbB7DE/edit?pli=1#slide=id.g21c40068bf1_0_1292,Specialist Solution Architect 2023 Handbook,https://docs.google.com/presentation/d/1zewlbbRNRJVw4M28EapVhEkHuIaDPOuOrq5M1xN10fQ/edit#slide=id.g21cacce5d93_1_24,Name_Description,Synopsis_Description,URL_Description,https://docs.google.com/presentation/d/1z0QmJ38Nfr1pxTBFg-lYN92e08cHiEHhgJT-jPBw-hw/edit#slide=id.g212e8a43ba7_2_70_Description,Unnamed: 4_Description,https://www.ansible.com/products/ansible-training_Description,https://docs.google.com/presentation/d/1x7V1815R3C07wUWTyXSfxKY23W1eOXzfJw-U8hbB7DE/edit?pli=1#slide=id.g21c40068bf1_0_1292_Description,https://docs.google.com/presentation/d/1zewlbbRNRJVw4M28EapVhEkHuIaDPOuOrq5M1xN10fQ/edit#slide=id.g21cacce5d93_1_24_Description
navattic,External,,The interactive demo platform used by forward-thinking teams to increase conversion,https://www.navattic.com/,,,,,,,,,,,,,,,,Interactive Product Demo Software That Delights,,,,,
OBS (free),External,Video Editing,Free and open source software for video recording and live streaming.,https://obsproject.com/,,,,,,,,,,,,,,,,Open Broadcaster Software | OBS,,,,,
Open Broadcaster Software,External,Video Editing,Free and open source software for video recording and live streaming.,https://obsproject.com,,,,,,,,,,,,,,,,Open Broadcaster Software | OBS,,,,,
openshift getting started - General,Internal,Information,,https://developers.redhat.com/learn/openshift,,,,,,,,,,,,,,,,HTTP error: 403,,,,,
OpenShift Ports ,External,,Configuring your firewall for OpenShift Container Platform,https://docs.openshift.com/container-platform/4.13/installing/install_config/configuring-firewall.html#configuring-firewall_configuring-firewall,,,,,,,,,,,,,,,,Chapter 2. Configuring your firewall | Installation configuration | OpenShift Container Platform ...,,,,,
OpenShift.tv Coffee Break: Observability with Dynatrace,External,podcast,OpenShift.tv Coffee Break: Observability with Dynatrace,OpenShift.tv Coffee Break: Observability with Dynatrace,,,,,,,,,,,,,,Invalid URL format,Invalid URL format,Invalid URL format,,,,,
Photo Booth (Mac only),External,Video Editing,Step into the Photo Booth and capture fun selfies and photos on iPad with the Photo Booth app. Apply effects with real-time previews and easily snap shots using your front-facing FaceTime HD camera. Share with friends with just a tap.,https://apps.apple.com/us/app/photo-booth/id1208226939,,,,,,,,,,,,,,,,‎Photo Booth on the App Store,,,,,
photobooth,External,Video Editing,Photo Booth Clone for Linux,https://github.com/PhotoboothProject/photobooth,,,,,,,,,,,,,,,,GitHub - PhotoboothProject/photobooth: OpenSource Photobooth Webinterface,,,,,
Photoshop,External,Video Editing,Premere Photo Editing ,https://www.adobe.com/products/photoshop/landpa.html?sdid=KKQIN&mv=search&kw=photoshop&ef_id=154dcec2e8f714749370ab3291c83922:G:s&s_kwcid=AL!3085!10!79165043299287!79165251442725,,,,,,,,,,,,,,,,Request timeout,,,,,
Poll Everywhere,External,colaboration,"Seamlessly engage audiences across hybrid workspaces through live online polling, surveys, Q&As, quizzes, word clouds, and more.",https://pollev.com/,,,,,,,,,,,,,,,,Poll Everywhere,,,,,
Porsche Informatik drives user experience with Red Hat OpenShift,External,case study,Porsche Informatik drives user experience with Red Hat OpenShift,Porsche Informatik drives user experience with Red Hat OpenShift,,,,,,,,,,,,,,,,,,,,,
Pv - Pipe Viewer,External,application,"A terminal-based tool for monitoring the progress of data through a pipeline. It can be inserted into any normal pipeline between two processes to give a visual indication of how quickly data is passing through, how long it has taken, how near to completion it is, and an estimate of how long it will be until completion.",http://www.ivarch.com/programs/pv.shtml,,,,,,,,,,,,,,,,ivarch.com: Pipe Viewer,,,,,
Q&A with Bonifaz Kaufmann about EDA (from Summit '23),External,video ,Q&A with Bonifaz Kaufmann about EDA (from Summit '23),Q&A with Bonifaz Kaufmann about EDA (from Summit '23),,,,,,,,,,,,,,,,,,,,,
QPrompt-Teleprompter,External,Video Editing,OpennSource Teleprompter,https://github.com/Cuperino/QPrompt-Teleprompter,,,,,,,,,,,,,,,,GitHub - Cuperino/QPrompt-Teleprompter: Teleprompter software for all video creators. Built with ...,,,,,
Quicktime (Mac only),External,Video Editing,Mac/Apple,https://support.apple.com/en_US/downloads,,,,,,,,,,,,,,,,"Manuals, Specs, and Downloads - Apple Support",,,,,
Red Hat - Red Hatter Help ,Internal,ServiceNow,Get help now – answers you need from trusted resources.,https://redhat.service-now.com/help,,,,,,,,,,,,,,,,Service Portal - Employee Support,,,,,
Red Hat “The Source” - Cheat Sheet For Consultants ,Internal,Information,Cheat sheet for consultants ,https://source.redhat.com/groups/public/nordic-services/nordic_services_wiki/cheat_sheet_for_consultants,,,,,,,,,,,,,,,,The Source,,,,,
Red Hat “The Source” – Fedora Recommendations For CSB,Internal,ServiceNow,CSB recommendations for fedora laptop ,https://source.redhat.com/groups/public/it_windows/it_windows_wiki/my_personal_fedora_post_install_suggestions,,,,,,,,,,,,,,,,The Source,,,,,
Red Hat About TeleSense,Internal,customer intel,"TeleSense is a suite of analytics products that focus on transforming customer usage data into specific, actionable insights.",https://source.redhat.com/departments/corporate_development_strategy/ddis/telesense,,,,,,,,,,,,,,,,The Source,,,,,
Red Hat Access Knowledge Articles,External,Information,Knowledge base on Red Hat customer portal ,https://access.redhat.com/articles,,,,,,,,,,,,,,,,Customer Portal Search,,,,,
Red Hat Access Solutions ,External,Information,Solutions on Red Hat customer portal ,https://access.redhat.com/solutions,,,,,,,,,,,,,,,,Customer Portal Search,,,,,
Red Hat Access Videos ,External,Information,Videos on Red Hat customer portal ,https://access.redhat.com/videos,,,,,,,,,,,,,,,,Customer Portal Search,,,,,
Red Hat Adp,Internal,Pay,Pay system us ,https://ipay.adp.com,,,,,,,,,,,,,,,,Federation Redirector,,,,,
Red Hat Ambassador Program,Internal,employment,Red Hat job referrals,https://referrals.redhat.com/#,,,,,,,,,,,,,,,,Connection failed,,,,,
Red Hat Ansible Automation Business Value Tool,External,Information,Introduction to the Red Hat Ansible Automation Business Value Tool,https://www.redhatansibleroi.com/,,,,,,,,,,,,,,,,Red Hat Ansible Automation Platform,,,,,
Red Hat Ansible Automation Platform Trial,External,Trial,"A single, 60-day, self-supported subscription to red hat® ansible® automation platform for installation on Red Hat enterprise linux® (a subscription to Red Hat enterprise linux is included with this product trial, if not already installed)",https://www.redhat.com/en/technologies/management/ansible/trial,,,,,,,,,,,,,,,,Red Hat Ansible Automation Platform | Product Trial,,,,,
Red Hat Ansible eBook resources,External,Information,Ansible ebook resources,https://www.ansible.com/resources/ebooks,,,,,,,,,,,,,,,,Red Hat resources,,,,,
Red Hat Ansible Release Tgz/Rpm,External,application,,http://releases.ansible.com/ansible-tower,,,,,,,,,,,,,,,,Index of /ansible-tower,,,,,
Red Hat Ansible Tower Bundle Release,External,application,,https://releases.ansible.com/ansible-tower/setup-bundle/?C=M;O=D,,,,,,,,,,,,,,,,Index of /ansible-tower/setup-bundle,,,,,
Red Hat Ansible Tower Trial,External,Trial,A link to download tower and a form to register for a 1 year full-featured tower license key to accommodate up to 50 nodes.,http://store.ansible.com/redhat/tower_license,,,,,,,,,,,,,,,,HTTP error: 521,,,,,
Red Hat Answers,Internal,,Red Hat Answers (https://answers.redhat.com/) backend is Vanilla (https://vanilla.higherlogic.com/),https://answers.redhat.com/,,,,,,,,,,,,,,,Connection failed,Connection failed,,,,,
Red Hat architecture and design patterns,External,,"Boost your productivity with reusable patterns
Red Hat's portfolio architecture, solution patterns, and validated patterns provide developers and architects with architecture best practices, tools, and demos to handle common challenges. Discover solutions and patterns based on successful customer deployments, created by experts on the Red Hat hybrid cloud platform.",https://developers.redhat.com/topics/red-hat-architecture-and-design-patterns,,,,,,,,,,,,,,,,HTTP error: 403,,,,,
Red Hat Brand Standards,Internal,Information,Red Hat brand standards,http://brand.redhat.com/applications/presentations,,,,,,,,,,,,,,,,Red Hat brand standards,,,,,
"Red Hat CEE Gitlab
",Internal,git,"A complete DevOps platform for internal CEE 
",https://gitlab.cee.redhat.com,,,,,,,,,,,,,,,,Connection failed,,,,,
Red Hat Cheat Sheet ,External,Information,All cheat sheets for Red Hat products,https://access.redhat.com/search/?q=cheat%20sheet,,,,,,,,,,,,,,,,Customer Portal Search,,,,,
Red Hat Cheat Sheet Developer,External,Information,"Collection of cheat sheets to help you develop with Red Hat products, which you can download for free as a Red Hat developer member. You’ll find handy guides on a range of the latest developer tools and technologies, including kubernetes, microservices, containers, and more.",https://developers.redhat.com/cheatsheets,,,,,,,,,,,,,,,,HTTP error: 403,,,,,
Red Hat Community Central Channel Video Schedule,External,Information,Live video chats about Red Hat products ,https://docs.google.com/document/u/1/d/e/2PACX-1vQOgl4sTetDvQLgtESZ7PgmZ9AyETliCEFXl6sDO7WON-MMFL4ZxkYtCj9uDE7vqGXfWn1c7yBOtgBM/pub,,,,,,,,,,,,,,,,Community Central Channel Video Schedule,,,,,
Red Hat Company Directory,Internal,Information,Company directory,https://rover.redhat.com/people,,,,,,,,,,,,,,,,Red Hat Rover | People,,,,,
Red Hat Company Directory (adv),Internal,Information,Company directory,https://rover.redhat.com/people/advSearch,,,,,,,,,,,,,,,,Red Hat Rover | People,,,,,
Red Hat Concur Solutions Expense Reporting,Internal,Pay,Expense reporting ,https://auth.redhat.com/auth/realms/EmployeeIDP/protocol/saml/clients/concursolutions,,,,,,,,,,,,,,,,HTTP error: 401,,,,,
Red Hat Configure Token,External,auth,Red Hat token setup ,https://token.redhat.com,,,,,,,,,,,,,,,,Red Hat | 2 Factor Authentication,,,,,
Red Hat Configure YubiKey Token,Internal,auth,YubiKey 4/5 Token Configuration,https://source.redhat.com/personal_blogs/yubikey_45_token_configuration,,,,,,,,,,,,,,,,The Source,,,,,
Red Hat Consulting Gitlab,Internal,git,A complete devops platform for internal consulting  ,https://gitlab.consulting.redhat.com/,,,,,,,,,,,,,,,,No description found,,,,,
Red Hat Container Images,External,application,Certified container images from Red Hat and third-party providers that enable and extend your Red Hat environments.,https://catalog.redhat.com/software/containers/explore,,,,,,,,,,,,,,,,Search results - Red Hat Ecosystem Catalog,,,,,
Red Hat Content Center ,Internal,Information,"Formerly pnt, formerly content hub now the Red Hat content center for all your marketing doc needs!",https://content.redhat.com/content/rhcc/us/en/homepage-internal.html,,,,,,,,,,,,,,,,Log in | Red Hat Content Center,,,,,
Red Hat Customer Dashboard,Internal,customer intel,Red Hat customer information dashboard,https://access.redhat.com/dashboard/,,,,,,,,,,,,,,,,HTTP error: 404,,,,,
Red Hat Demo Platform,Internal,demo,RHPDS Demos and Workshops ,https://demo.redhat.com/catalog?utm_source=webapp&utm_medium=share-link&search=ansible,,,,,,,,,,,,,,,,Log In | Red Hat Demo Platform,,,,,
Red Hat Egencia,External,travel,Modern corporate travel management for the fast-changing travel landscape,https://www.egencia.com/pub/agent.dll?qscr=grph,,,,,,,,,,,,,,,,HTTP error: 403,,,,,
Red Hat Employee Profile Lookup,Internal,Information,To look up employee profiles ,https://source.redhat.com/.profile/<shortname>,,,,,,,,,,,,,,,,HTTP error: 400,,,,,
Red Hat Engineering Code,Internal,git,Internal  requires auth!,https://code.engineering.redhat.com,,,,,,,,,,,,,,,,Connection failed,,,,,
Red Hat Engineering Download ,Internal,git,Red Hat engineering download ,http://download.devel.redhat.com/,,,,,,,,,,,,,,,,Connection failed,,,,,
Red Hat Engineering Gitlab,Internal,git,A complete devops platform for internal engineering ,https://gitlab.sat.engineering.redhat.com,,,,,,,,,,,,,,,,Connection failed,,,,,
Red Hat Escalation Management Team,Internal,escalation,Escalation Management Team - Frequently Asked Questions,https://source.redhat.com/groups/public/cee-escalation-management-team/cee_escalation_management_team_wiki/escalation_management_team_frequently_asked_questions,,,,,,,,,,,,,,,,The Source,,,,,
Red Hat Ethel,Internal,subscription,"By using this form you can easily create a brand new account for either stage candlepin or qa candlepin. Optionally, you can attach subscription skus to the account in one step. This process can also be done any other time when your account is already created",http://account-manager-stage.app.eng.rdu2.redhat.com/#create,,,,,,,,,,,,,,,,Connection failed,,,,,
Red Hat Ethel -Simplifying the job of testing like a customer,Internal,subscription,"Ethel - a tool which can facilitate the process of Customer facing testing for you, by letting you to create shiny new Accounts in staged environment and populate them with Subscriptions of your choice. Ethel can also be used to search for proper Subscriptions which suits your product specific needs the best. Ethel is here to offer you an easy option to survive refreshes of staged environment and serve the best Account setups which can exactly match and replicate your customer use cases and real life scenarios. The talk will cover some of these scenarios as live demos as well.",https://source.redhat.com/groups/public/entitlements-qe/subscriptionmanagerqe/subscription_manager_qe_wiki/ethel_at_your_service,,,,,,,,,,,,,,,,The Source,,,,,
Red Hat Ga Software Downloads ,External,Information,All current Red Hat product downloads  ,https://access.redhat.com/downloads/,,,,,,,,,,,,,,,,Software & Download Center | Red Hat Customer Portal,,,,,
Red Hat Hangouts Chat FAQ,Internal,Meeting,Hangouts Chat FAQ,https://source.redhat.com/departments/it/itx/email_services/google/google_wiki/hangouts_chat_faq,,,,,,,,,,,,,,,,The Source,,,,,
Red Hat Hydra (Sa Tool) ,Internal,Issue Tracking,Tracking customer issue(s),https://access.redhat.com/hydra/notification-manager/internal/,,,,,,,,,,,,,,,,Hydra Notifications Manager,,,,,
